ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
2516,NJ,Oakland Borough,Bergen County,PO,Professional Office,,10
2530,NJ,Plainfield,Union County,PO,professional office/medical,,10
2614,NJ,Middlesex County,Old Bridge township,CR,Regional Commercial,,10
171,MD,Baltimore County,Baltimore,H,Honeygo Area,,9
911,NJ,Montville Township,Morris County,B-5,Business,,9
935,NJ,Phillipsburg Town,Warren County,B-5,Business - South Main,,9
1001,NJ,Rahway,Union County,B-5,central business zone ,,9
1443,NJ,Lakewood Township,Ocean,B-5,Highway Development,,9
1455,NJ,Jersey City,Hudson County,H,Historic District ,,9
1462,NJ,Camden,Camden County,H,Historic Overlay,,9
1469,NJ,Middlesex County,Old Bridge township,H,Hospital,,9
1471,NJ,Morristown Town,Morris County,H,Hospital Development,,9
1477,NJ,Perth Amboy,Middlesex County,H,Hospital Zone,,9
1493,NJ,Egg Harbor City,Atlantic County,M-1,Industrial,,9
1632,NJ,Elizabeth,Union County,M-1,light industrial zone,,9
1650,NJ,Bloomingdale Borough,Passaic County,M-1,Light Manufacturing,,9
1657,NJ,Hopatcong Borough,Sussex County,M-1,Light Manufacturing Zone,,9
1682,NJ,Bridgewater township,Somerset County,M-1,Limited Manufacturing ,,9
1700,NJ,Parsippany-Troy Hills Township,Morris County,B-5,Local Business,,9
1831,NJ,Bernards Township,Somerset County,M-1,Mining,,9
2143,NJ,North Bergen township,Hudson County,H,NJ MC Zoning,,9
2193,NJ,Boonton Township,Morris County,OB,Office Building,,9
2218,NJ,Mount Arlington Borough,Morris County,OB,Office Building District,,9
2632,NJ,Boonton Town,Morris County,B-5,Regional Shopping Center,,9
3123,NJ,Metuchen borough,Middlesex County,B-5,Restricted Business District,,9
3148,NJ,Fair Lawn,Bergen County,B-5,river road business,,9
2978,NJ,Edison,Middlesex County,R-B(PUD) (Apartments and Garden Apartments),Residential District,1,1
2610,NJ,Bound Brook,Somerset County,RB/R ,Regional Business/Residential District,1,1
2949,NJ,Vineland,Cumberland County,R-B-1,Residential Business,1,1
201,MD,Chesapeake Beach,Calvert,M,Maritime District ,,8
730,NJ,Wanaque Borough,Passaic County,AH-3,Affordable Housing,,8
748,NJ,Clinton Township,Hunterdon County,AH-3,Affordable Housing 3,,8
751,NJ,Middlesex County,Piscataway township,AH-3,Affordable Housing 3 Zone,,8
778,NJ,Union,Union County,AH-3,affordable housing district,,8
840,NJ,Brick,Ocean County,AH-3,AH-3 Affordable Housing Pier Avenue Zone,,8
1305,NJ,Middlesex County,South Brunswick township,I-3,General industrial,,8
1484,NJ,Branchburg township,Somerset County,I-3,I-3 - Industrial (2 Acres),,8
1513,NJ,Pequannock Township,Morris County,I-3,Industrial,,8
1564,NJ,Wharton Borough,Morris County,I-3,Industrial/Distribution,,8
1565,NJ,Oakland Borough,Bergen County,I-3,Industrial/Office,,8
1670,NJ,Roxbury Township,Morris County,I-3,Limited Industrial,,8
1673,NJ,Netcong Borough,Morris County,I-3,Limited Industrial and Commercial,,8
1750,NJ,Kearny town,Hudson County,M,Manufacturing,,8
1754,NJ,Pompton Lakes Borough,Passaic County,M,Manufacturing-Industrial,,8
1765,NJ,Jersey City,Hudson County,M,Medical District ,,8
1766,NJ,Long Branch city,Monmouth,M,Medical Hospital Zone District,,8
1828,NJ,Tewksbury Township,Hunterdon County,M,Mining,,8
3701,NJ,Newark,Essex County,I-3,,,8
2950,NJ,Vineland,Cumberland County,R-B-2,Residential Business,1,1
2068,NJ,Morris Township,Morris County,RB-7,Multiple-Family Residential,1,1
2973,NJ,Edison,Middlesex County,R-BB,Residential District,1,1
2974,NJ,Edison,Middlesex County,R-BB-th,Residential District,1,1
2951,NJ,Township of Warren,Somerset County,RBLR,residential business liited retail,1,1
3057,NJ,Edison,Middlesex County,R-B-th,Residential Townhouse District,1,1
3354,NJ,Middlesex County,South Brunswick township,R-C3,Single-family,1,1
2811,NJ,Bernards Township,Somerset County,RC-4,Residential,1,1
33,MD,Rising Sun,Cecil,CC,Central commercial district,,7
344,MD,Centreville,Queen Anne's,PUD,Planned Unit Development District,,7
345,MD,Mountain Lake Park,Garrett,PD,Preservation District ,,7
514,MD,Anne Arundel,Anne Arundel,RA,Rural Agricultural ,,7
515,MD,Denton ,Caroline,RA,Rural Agriculture,,7
982,NJ,Camden,Camden County,CC,Center City,,7
1017,NJ,Egg Harbor City,Atlantic County,GC,Commercial,,7
1057,NJ,Fanwood,Union County,CC,commercial corridor,,7
1071,NJ,Byram Township,Sussex County,C-R,Commercial Recreation,,7
1092,NJ,West Milford Township,Passaic County,CC,Community Commercial,,7
1115,NJ,Linden,Union County,C-R,Conocco Phillips Redevelopment,,7
1132,NJ,Pompton Lakes Borough,Passaic County,C-R,Conservation-Recreation,,7
1281,NJ,Bethlehem Township,Hunterdon County,GC,General Commercial,,7
1290,NJ,Fanwood,Union County,GC,general commercial business zone,,7
1330,NJ,Franklin Borough,Sussex County,GC,Golf Course,,7
2414,NJ,Bogota,Bergen County,PD,planned development,,7
2422,NJ,Franklin Township,Warren County,PD,Planned Development Option,,7
2487,NJ,Freehold Township,Monmouth County,PUD,Planned Unit Development,,7
2494,NJ,Deptford township,Gloucester County,PUD,Planned Unit Developments,,7
2497,NJ,Bloomsbury Borough,Hunterdon County,PUD,Planned Urban Development,,7
3129,NJ,West New York,Hudson County,C-R,Retail and Service Commercial District ,,7
2952,NJ,Hoboken,Hudson County,R-CP,Residential Castle Point District,1,1
3575,NJ,Wanaque Borough,Passaic County,RD-3,Townhouse District,1,1
3182,NJ,Monroe,Gloucester County,RD-RR,Rural Development Residential Receiving,1,1
3183,NJ,Monroe,Gloucester County,RD-RS,Rural Development Residential Sending,1,1
392,MD,Montgomery,Montgomery,RE-1,Residential Detached,1,1
390,MD,Montgomery,Montgomery,RE-2,Residential Detached,1,1
391,MD,Montgomery,Montgomery,RE-2C,Residential Detached,1,1
477,MD,Howard,Howard,R-ED,Residential: Environmental Development,1,1
413,MD,St. Michaels,Talbot,RG,Residential Gateway District,1,1
2762,NJ,Egg Harbor City,Atlantic County,RG-1,Residential,1,1
2763,NJ,Egg Harbor City,Atlantic County,RG-2,Residential,1,1
2764,NJ,Egg Harbor City,Atlantic County,RG-3,Residential,1,1
184,MD,Rising Sun,Cecil,LC,Light Commercial district,,6
185,MD,Hagerstown,Washington,LC,Local Conversion District ,,6
199,MD,Cecil,Cecil,MH,Manufactured Home,,6
249,MD,Rising Sun,Cecil,MH,Mobile Home district,,6
351,MD,Chestertown,Kent,RB,professional office district,,6
517,MD,Washington,Washington,RB,Rural Business Existing ,,6
973,NJ,Plainfield,Union County,CB,cedar brook park,,6
984,NJ,Butler Borough,Morris County,CBD,Central Business,,6
990,NJ,Atlantic City,Atlantic County,CBD,central business district,,6
994,NJ,Pennsville,Salem County,CB,Central Business District,,6
1012,NJ,Egg Harbor City,Atlantic County,CB,Commercial,,6
1013,NJ,Egg Harbor City,Atlantic County,HB,Commercial,,6
1086,NJ,Mahwah Township,Bergen County,CB,Community Business,,6
1391,NJ,Califon Borough,Hunterdon County,HB,Highway Business,,6
1432,NJ,Carteret borough,Middlesex County,HB,Highway commercial (shopping centers),,6
1453,NJ,Mendham Borough,Morris County,HB,Historic Business,,6
1593,NJ,West Milford Township,Passaic County,LC,Lake Commercial,,6
1599,NJ,Millville,Cumberland County,LC,Land Conservation District,,6
1664,NJ,Bridgewater township,Somerset County,LC,Limited Commercial,,6
1769,NJ,Union,Union County,MH,medical/health,,6
1819,NJ,Branchburg township,Somerset County,MH,MH - Mobile Home,,6
1887,NJ,Vineland,Cumberland County,MHP,Mobile Home Park,,6
1892,NJ,Edison,Middlesex County,MHP,Mobile Home Park District,,6
2636,NJ,Greenwich Township,Warren County,ROM,Research Office and Manufacturing,,6
2637,NJ,Lopatcong Township,Warren County,ROM,Research Office Manufacturing,,6
2644,NJ,Deptford township,Gloucester County,ROM,"Research, Office and Manufacturing District",,6
2645,NJ,Bethlehem Township,Hunterdon County,ROM,"Research, Office, and Manufacturing",,6
3132,NJ,Boonton Township,Morris County,RB,Retail Business,,6
3171,NJ,Green Township,Sussex County,RB,Rural Business,,6
3607,NJ,Linden,Union County,R-2a,two family,,6
3717,NJ,Freehold Township,Monmouth County,MH,,,6
2630,NJ,Monroe,Gloucester County,RG-30,Regional Growth Residential District 30,1,1
2765,NJ,Egg Harbor City,Atlantic County,RG-4,Residential,1,1
2628,NJ,Monroe,Gloucester County,RG-MR,Regional Growth Moderate Residential District,1,1
2629,NJ,Monroe,Gloucester County,RG-PR,Regional Growth Planned Residential District,1,1
7,MD,Charles,Charles,AC,Agricultural Conservation,,5
10,MD,Dorchester,Dorchester,AC,Agricultural Conservation District,,5
12,MD,Easton,Talbot,A-1,Agricultural District,,5
163,MD,Montgomery,Montgomery,R-H,High Rise,,5
300,MD,Church Hill,Queen Anne's,OP,Office Professional District,,5
527,MD,Accident,Garrett,RD,Rural Development District ,,5
669,MD,Harford,Harford,VB,Village Business District (Conventional),,5
681,MD,Caroline,Caroline,VN,Village Neighborhood District,,5
812,NJ,Lakewood Township,Ocean,A-1,Agricultural,,5
814,NJ,Mannington City,Salem County,A-1,Agricultural District 1,,5
864,NJ,Atlantic City,Atlantic County,AC,area commercial district,,5
896,NJ,Plainfield,Union County,R-B,broadway historic district,,5
975,NJ,Mahwah Township,Bergen County,CEM,Cemetery,,5
980,NJ,South River borough,Middlesex County,CEM,Cemetery Conservation District,,5
1048,NJ,Manalapan township,Monmouth,OP,Commercial - Office Professional,,5
1744,NJ,Butler Borough,Morris County,RD,Main Street Redevelopment Area,,5
2236,NJ,Middlesex County,South Brunswick township,OP,Office park,,5
2288,NJ,Chester Borough,Morris County,OP,Official Professional,,5
2442,NJ,Pompton Lakes Borough,Passaic County,PRC,Planned Recreational,,5
2479,NJ,Howell,Monmouth County,PRC,Planned Retirement Community,,5
2482,NJ,Andover,Sussex County,PRC,Planned Retirement Community Zone (repealed in 2010),,5
2483,NJ,Middlesex County,Old Bridge township,PRC,Planned Retirement Coumnity,,5
2514,NJ,Bedminster Township,Somerset County,OP,Professional and General Office,,5
2606,NJ,Rockaway Township,Morris County,R-B,Regional Business,,5
2635,NJ,Greenwich Township,Warren County,RO,Research Office,,5
3616,NJ,Branchburg township,Somerset County,U,U - Public Utility,,5
3623,NJ,Hoboken,Hudson County,U,University District ,,5
3626,NJ,Florham Park borough,Morris County,U,University/College Zone,,5
3629,NJ,Union Township,Hunterdon County,U,Utilities,,5
3632,NJ,Branchburg township,Somerset County,VB,VB - Village Business (Neshanic Station),,5
3637,NJ,Tewksbury Township,Hunterdon County,VB,Village Business,,5
3651,NJ,Bedminster Township,Somerset County,VN,Village Neighborhood,,5
3706,NJ,Newark,Essex County,CEM,,,5
2889,NJ,Harmony Township,Warren County,R-HB,Residential -  Historic Business,1,1
3019,NJ,Chester Borough,Morris County,RHD,Residential High Density,1,1
153,MD,Chesapeake Beach,Calvert,R-HD,High Density Residential,1,1
478,MD,Howard,Howard,R-H-ED,Residential: Historic,1,1
415,MD,Oakland County seat,Garrett,RIP,Residential Institutional-Professional ,1,1
3114,NJ,Cherry Hill,Camden County,RIPD,Residential-Inclusionary Planned Development Overlay Zone,1,1
89,MD,Prince George's,Prince George's,R-L,Comprehensive Design Zones - Subdivision - Residential Low Development,1,1
3021,NJ,Ocean City,Cape May County,R-L-1-25,Residential Lagoon R-1 Zones,1,1
3022,NJ,Ocean City,Cape May County,R-L-1-50,Residential Lagoon R-1 Zones,1,1
3023,NJ,Ocean City,Cape May County,R-L-2-50,Residential Lagoon R-2 Zone,1,1
193,MD,Chesapeake Beach,Calvert,R-LD,Low Density Residential ,1,1
1975,NJ,Lakewood Township,Ocean,R-LM,Multi-Family Limited Residential,1,1
200,MD,Rock Hall,Kent,MC,Maritime Commercial District,,4
297,MD,Baltimore County,Baltimore,OT,Office and Technology,,4
310,MD,Prince George's,Prince George's,O-S,Open Space,,4
503,MD,Kent,Kent,RCD,Resource Conservation District,,4
520,MD,Calvert,Calvert,RCD,Rural Community District ,,4
597,MD,Sudlersville,Queen Anne's,TCC,Town Center Commercial ,,4
725,NJ,Montville Township,Morris County,AH-4,Affordable Housing,,4
752,NJ,Clinton Township,Hunterdon County,AH-4,Affordable Housing 4,,4
841,NJ,Branchburg township,Somerset County,AH-4,AH-4 - Route 22 Affordable Housing 4,,4
1015,NJ,Egg Harbor City,Atlantic County,RCD,Commercial,,4
1016,NJ,Egg Harbor City,Atlantic County,MC,Commercial,,4
1042,NJ,Manalapan township,Monmouth,LB,Commercial - Limited Business (Tennet/Millhurst/Wilson Avenue/Smithburg,,4
1264,NJ,Califon Borough,Hunterdon County,GB,General Business,,4
1308,NJ,Bridgewater township,Somerset County,M-2,General Manufacturing,,4
1340,NJ,Plainfield,Union County,GB,Green Brook Park,,4
1606,NJ,Camden,Camden County,LI-1,Light Industrial,,4
1627,NJ,Deptford township,Gloucester County,LI-1,Light Industrial District,,4
1652,NJ,Belvidere Town,Warren County,LM,Light Manufacturing,,4
1653,NJ,Hopatcong Borough,Sussex County,M-2,Light Manufacturing and Extraction,,4
1654,NJ,Hopatcong Borough,Sussex County,M-2,Light Manufacturing and Extraction Zone,,4
1660,NJ,Chester Borough,Morris County,LB,Limited Business,,4
1679,NJ,Montgomery,Somerset County,LM,Limited Manufacturing,,4
1696,NJ,Alexandria Township,Hunterdon County,LB,Local Business,,4
1703,NJ,Cranford,Union County,O-1,low density office building district,,4
1757,NJ,Atlantic City,Atlantic County,MC,marine commercial district,,4
1758,NJ,Long Beach,Ocean County,MC,Marine Commercial Zone,,4
1802,NJ,Elizabeth,Union County,M-2,medium industrial zone,,4
2125,NJ,Carteret borough,Middlesex County,GB,Neighborhood commercial,,4
2163,NJ,Branchburg township,Somerset County,O,O - Office,,4
2169,NJ,Rockaway Township,Morris County,O-1,Office,,4
2181,NJ,Jefferson Township,Morris County,O,Office and Professional,,4
2182,NJ,Edgewater,Bergen County,OR-1,office and research district,,4
2194,NJ,Denville Township,Morris County,OB-1,Office Building,,4
2210,NJ,Clinton Township,Hunterdon County,OB-1,Office Building 1,,4
2215,NJ,Clinton Town,Hunterdon County,OB-1,Office Building District,,4
2226,NJ,Deptford township,Gloucester County,O,Office District,,4
2237,NJ,Parsippany-Troy Hills Township,Morris County,O-1,Office Professional,,4
2240,NJ,Franklin Township,Somerset County,(Corner),Office Professional,,4
2257,NJ,Bedminster Township,Somerset County,OR-1,Office Research/Corporate Suites,,4
2265,NJ,West Milford Township,Passaic County,OT,Office Transition,,4
2266,NJ,Chester Borough,Morris County,OT,Office Transitional,,4
2284,NJ,Middlesex County,Sayreville borough,O-S,Office/Service Overlay,,4
2287,NJ,Parsippany-Troy Hills Township,Morris County,O-S,Office-Service,,4
2352,NJ,Elizabeth,Union County,O,open space zone,,4
2354,NJ,Randolph Township,Morris County,OS/GU,Open Space/Government Use,,4
2358,NJ,Sparta,Sussex County,OS/GU,Open Space/Government Use District ,,4
2388,NJ,Township of North Brunswick,Middlesex County,PAC,planned adult community,,4
2389,NJ,Hazlet,Monmouth County,PAC,Planned Adult Community District,,4
2561,NJ,Pompton Lakes Borough,Passaic County,O-S,Public Open Space,,4
2576,NJ,Union Township,Hunterdon County,Q,Quarry,,4
2580,NJ,Jefferson Township,Morris County,Q,Quarry/Overlay,,4
3115,NJ,Mount Arlington Borough,Morris County,R-C,Resort Commercial,,4
3118,NJ,Atlantic City,Atlantic County,RS,resort service district,,4
3243,NJ,Bedminster Township,Somerset County,SCH,Senior Citizen Housing,,4
3267,NJ,Middlesex County,Piscataway township,SCH,Shopping Center,,4
3546,NJ,Sparta Township,Sussex County,TCC,Town Center Commercial,,4
3553,NJ,Sparta,Sussex County,TCC,Town Center Commercial Zone,,4
3730,NJ,Franklin Township,Somerset County,(Corner),,,4
468,MD,St. Mary's,St. Mary's,RL-T,"residential, low density - transitional",1,1
3064,NJ,Perth Amboy,Middlesex County,"R-M (G) (Garden apartment, multifamily dwelling)",Residential Zone,1,1
3067,NJ,Perth Amboy,Middlesex County,R-M (H) (High-Rise Tower),Residential Zone,1,1
3066,NJ,Perth Amboy,Middlesex County,R-M (M) (Multifamily Residential),Residential Zone,1,1
3593,NJ,Carteret borough,Middlesex County,R-M (T),Townhouses,1,1
3065,NJ,Perth Amboy,Middlesex County,R-M (T) (Townhouse dwellings),Residential Zone,1,1
1812,NJ,Middlesex County,South Brunswick township,RM-4/TH,Medium-density residential district/townhouse development,1,1
3032,NJ,Ocean City,Cape May County,R-M-B Apartments,Residential Multi-Family Bayfront Zone,1,1
1968,NJ,Atlantic City,Atlantic County,RMC-4,multifamily high rise commercial residential district,1,1
422,MD,Rockville,Montgomery,RMD10,Residential Moderate Density,1,1
423,MD,Rockville,Montgomery,RMD15,Residential Moderate Density,1,1
424,MD,Rockville,Montgomery,RMD25,Residential Moderate Density,1,1
3357,NJ,Washington Township,Morris County,R-MDU,Single-Family and Multiple Dwelling Unit,1,1
1992,NJ,Bridgewater township,Somerset County,R-MDU-10.5,Multifamily Residential,1,1
1989,NJ,Bridgewater township,Somerset County,R-MDU-5,Multifamily Residential,1,1
1990,NJ,Bridgewater township,Somerset County,R-MDU-6,Multifamily Residential,1,1
1991,NJ,Bridgewater township,Somerset County,R-MDU-8,Multifamily Residential,1,1
471,MD,Hagerstown,Washington,RMED,"Residential, Medium Density",1,1
2043,NJ,Keansburg borough,Monmouth County,RMF,Multi-Family Residential Zone District,1,1
3035,NJ,Ocean City,Cape May County,R-M-F Apartments,Residential Multi-Family Zone,1,1
2055,NJ,Lebanon Township,Hunterdon County,R-MF/AH,Multi-Family/Affordable Housing,1,1
1998,NJ,Rockaway Township,Morris County,RMF-15,Multi-Family residential,1,1
2000,NJ,Rockaway Township,Morris County,RMF-5,Multi-Family residential,1,1
1999,NJ,Rockaway Township,Morris County,RMF-8,Multi-Family residential,1,1
3028,NJ,Brick,Ocean County,"R-ML 5, 6, 7",Residential Mount Laurel Mixed Single-Family Detached Dwelling Zone,1,1
43,MD,Anne Arundel,Anne Arundel,C1,Commercial- Local,,3
44,MD,Chestertown,Kent,CM,commercial marine,,3
2014,NJ,Brick,Ocean County,RM-ML16,Multifamily Residential Mount Laurel Rental Zone,1,1
127,MD,Baltimore City,Baltimore,C-5,Downtown District,,3
132,MD,Baltimore City,Baltimore,EC,Educational Campus Zoning District,,3
133,MD,Kent,Kent,EC,Employment Center,,3
139,MD,Worcester,Worcester,E-1,Estate District,,3
334,MD,Charles,Charles,TOD,Planned Development Zone - Transit Oriented Development ,,3
531,MD,St. Mary's,St. Mary's,RPD,Rural preservation district,,3
545,MD,St. Mary's,St. Mary's,RSC,Rural Service Center,,3
638,MD,Howard,Howard,TOD,Transit Oriented Development,,3
644,MD,Church Hill,Queen Anne's,EC,UNKNOWN,,3
754,NJ,Clinton Township,Hunterdon County,AH-5,Affordable Housing 5,,3
842,NJ,Branchburg township,Somerset County,AH-5,AH-5 - Route 202 Affordable Housing 5,,3
891,NJ,Hamburg Borough,Sussex County,BC,Borough Center,,3
892,NJ,Ogdensburg Borough,Sussex County,BC,Borough Center (Commercial),,3
912,NJ,Montville Township,Morris County,B-6,Business,,3
933,NJ,Phillipsburg Town,Warren County,B-6,Business - Neighborhood,,3
956,NJ,Union,Union County,BC,business retail,,3
1030,NJ,Bloomingdale Borough,Passaic County,B-1A,Commercial,,3
1080,NJ,Bridgewater township,Somerset County,C-5,Commercial/Nursing Home,,3
1103,NJ,Marlboro township,Monmouth,C-5,Community Commercial District II,,3
1126,NJ,Union Township,Hunterdon County,CM,Conservation Management,,3
1146,NJ,Lakewood Township,Ocean,B-6,Corporate Campus/Stadium Support Zone,,3
1189,NJ,Asbury Park City,Monmouth,B1,Downtown Retail District,,3
1204,NJ,Cranford,Union County,E-1,education district,,3
1206,NJ,South River borough,Middlesex County,PR,Educational Institution District,,3
1212,NJ,Bernards Township,Somerset County,E-1,Employment,,3
1328,NJ,Mendham Township,Morris County,G,Golf Club,,3
1336,NJ,Jersey City,Hudson County,G,Government District ,,3
1452,NJ,Chester Borough,Morris County,B-1A,Historic Business,,3
1607,NJ,Camden,Camden County,LI-2,Light Industrial,,3
1642,NJ,Middlesex County,South Brunswick township,LI-2,Light industrial/office/research,,3
1756,NJ,Middlesex County,Old Bridge township,CM,Marine Commercial,,3
1767,NJ,Bridgewater township,Somerset County,MPD,Medical Park District,,3
2102,NJ,Cherry Hill,Camden County,B1,Neighborhood Business Zone,,3
2112,NJ,New Brunswick,Middlesex County,C1,Neighborhood commercial,,3
2195,NJ,Denville Township,Morris County,OB-3,Office Building,,3
2196,NJ,Denville Township,Morris County,OB-4,Office Building,,3
2216,NJ,Clinton Town,Hunterdon County,OB-4,Office Building District,,3
2217,NJ,Clinton Town,Hunterdon County,OB-3,Office Building District,,3
2219,NJ,Bound Brook,Somerset County,O-B,Office Building District,,3
2285,NJ,Rockaway Borough,Morris County,O-B,Office-Business,,3
2379,NJ,High Bridge Borough,Hunterdon County,G,Permanently Dedicated Open Space,,3
2399,NJ,Denville Township,Morris County,PARC,Planned Age-Restricted Community,,3
2405,NJ,Sparta Township,Sussex County,PCD,Planned Commercial Development,,3
2407,NJ,Sparta,Sussex County,PCD,Planned Commercial Development Zone,,3
2543,NJ,Bernards Township,Somerset County,P-1,Public,,3
2545,NJ,Bernards Township,Somerset County,P-2,Public,,3
2554,NJ,Harding Township,Morris County,PL,Public Land,,3
2557,NJ,Washington Borough,Warren County,PL,Public Lands District,,3
2570,NJ,Cranford,Union County,P-1,public use district,,3
2573,NJ,Bridgewater township,Somerset County,P-2,Public/Community Service,,3
3134,NJ,Hopatcong Borough,Sussex County,B-1A,Retail Business,,3
3185,NJ,Randolph Township,Morris County,RLD,Rural Low Density,,3
3242,NJ,Butler Borough,Morris County,SC,Senior Citizen Housing,,3
3254,NJ,Morris Township,Morris County,SC,Senior Citizens Housing,,3
3257,NJ,Wharton Borough,Morris County,SH,Senior Housing,,3
3259,NJ,Cherry Hill,Camden County,SH,Senior Housing Overlay Zone,,3
3484,NJ,Greenwich Township,Warren County,SH,South Hamlet Zone,,3
3495,NJ,Bridgewater township,Somerset County,SED,Special Economic Development,,3
3497,NJ,West Milford Township,Passaic County,SED,Special Economic District,,3
3531,NJ,Bloomingdale Borough,Passaic County,SC,Summer Camp and Conference Center,,3
3599,NJ,Camden,Camden County,TOD,Transit Oriented,,3
3608,NJ,Linden,Union County,R-2b,two family,,3
3687,NJ,North Bergen township,Hudson County,P-2,Waterfront/Edgecliff,,3
3688,NJ,North Bergen township,Hudson County,P-1,Waterfront/Riverside,,3
2015,NJ,Brick,Ocean County,RM-MLSRO,Multifamily Residential Mount Laurel Single-Room Occupancy Zone,1,1
472,MD,Hagerstown,Washington,RMOD,"Residential, Moderate Density",1,1
3039,NJ,Ocean City,Cape May County,R-O-1-50,Residential Oceanfront R-1 Zone,1,1
3040,NJ,Ocean City,Cape May County,R-O-1-60,Residential Oceanfront R-1 Zone,1,1
3041,NJ,Ocean City,Cape May County,R-O-2-40,Residential Oceanfront R-2 (R-O-2) Zones,1,1
3042,NJ,Ocean City,Cape May County,R-O-2-50,Residential Oceanfront R-2 (R-O-2) Zones,1,1
382,MD,Baltimore County,Baltimore,R-O-A,"Residential -- Office, Class A Office ",1,1
3043,NJ,Lakewood Township,Ocean,ROP,Residential Office Park,1,1
3050,NJ,Hampton Borough,Hunterdon County,RP-1/2,Residential Professional - 1/2A,1,1
3474,NJ,East Brunswick,Middlesex County,RP-2,Single-Family Rural Preservation Transition District ,1,1
3186,NJ,East Brunswick,Middlesex County,RP-3,Rural Preservation Low Density Residential,1,1
3048,NJ,Chester Borough,Morris County,R-PLD,Residential Planned Low Density Overlay,1,1
3126,NJ,Hamburg Borough,Sussex County,RPR,Restricted Planned Residential Development,1,1
2448,NJ,Mount Arlington Borough,Morris County,R-PRD,Planned Residential Development,1,1
215,MD,Gaithersburg,Montgomery,RP-T,Medium Density Residential,1,1
3225,NJ,Freehold Township,Monmouth County,RR/PAC,Rural Residential/Planned Adult Community,1,1
3219,NJ,Brick,Ocean County,R-R-1 ,Rural Residential Zone,1,1
3205,NJ,Franklin Township,Somerset County,RR3,Rural Residential,1,1
3214,NJ,Clinton Township,Hunterdon County,RR-4,Rural Residential 4,1,1
3215,NJ,Clinton Township,Hunterdon County,RR-4S,Rural Residential 4S,1,1
3206,NJ,Franklin Township,Somerset County,RR5,Rural Residential,1,1
380,MD,Salisbury,Wicomico,RR-5A,Residential ,1,1
3213,NJ,Mount Olive Township,Morris County,RR-A,Rural Residential 1DU/3AC,1,1
3156,NJ,Phillipsburg Town,Warren County,RRA-5,Riverfront Redevelopment Area - Riverside Residential,1,1
14,MD,Worcester,Worcester,A-2,Agricultural District,,2
22,MD,Rising Sun,Cecil,A-R,Agriculture district,,2
46,MD,Anne Arundel,Anne Arundel,C2,Commercial- Office,,2
3224,NJ,Mount Olive Township,Morris County,RR-AA,Rural Residential/Agricultural/ 1DU/5AC,1,1
543,MD,Dorchester,Dorchester,RR-C,Rural Residential-Conservation District,1,1
138,MD,Queen Anne's,Queen Anne's,E,Estate District,,2
169,MD,Brookeville,Montgomery,HVC,Historic Village Commercial,,2
173,MD,Charles,Charles,HVC,Hughesville Village Core Subzone,,2
279,MD,Queen Anne's,Queen Anne's,NC-15,Neighborhood Conservation District - avg lot size  15000,,2
282,MD,Queen Anne's,Queen Anne's,NC-1,Neighborhood Conservation District - avg lot size 43560,,2
283,MD,Queen Anne's,Queen Anne's,NC-2,Neighborhood Conservation District - avg lot size 87120,,2
530,MD,Montgomery,Montgomery,RNC,Rural Neighborhood Cluster,,2
546,MD,Washington,Washington,RV,Rural Village,,2
635,MD,Chesapeake City,Cecil,TND,Traditional Neighborhood Development,,2
668,MD,Kent,Kent,V,Village,,2
670,MD,Chesapeake City,Cecil,V-1,Village Center,,2
677,MD,Dorchester,Dorchester,V,Village District,,2
678,MD,Worcester,Worcester,V-1,Village District ,,2
686,MD,St. Michaels,Talbot,WD,Waterfront Development District,,2
689,MD,Talbot,Talbot,WRC,Western Rural Conservation,,2
756,NJ,Clinton Township,Hunterdon County,AH-6,Affordable Housing 6,,2
757,NJ,Clinton Township,Hunterdon County,AH-7,Affordable Housing 7,,2
786,NJ,Denville Township,Morris County,ASCH,Affordable Senior Citizen Housing,,2
790,NJ,Jefferson Township,Morris County,ASCH,Affordable Senior Citizens Housing,,2
791,NJ,Middlesex County,Piscataway township,AR-1,Age Restricted 1,,2
815,NJ,Mannington City,Salem County,A-2,Agricultural District 2,,2
818,NJ,Pohatcong Township,Warren County,AP,Agricultural Preservation,,2
843,NJ,Branchburg township,Somerset County,AH-6,AH-6 - Route 202 South Affordable Housing 6,,2
844,NJ,Branchburg township,Somerset County,AH-7,AH-7 - 18 Lamington Road Affordable Housing 7,,2
889,NJ,Netcong Borough,Morris County,B-C,Borough Center,,2
966,NJ,Middlesex County,Piscataway township,BR,Business/Recreational,,2
969,NJ,Franklin Township,Somerset County,CP,Canal Preservation,,2
970,NJ,Mine Hill Township,Morris County,CAR,Canfield Avenue Redevelopment,,2
983,NJ,Union City,Hudson County,C-C,Center City Core,,2
1004,NJ,Branchburg township,Somerset County,CF,CF - Community Facilities,,2
1011,NJ,Egg Harbor City,Atlantic County,NB,Commercial,,2
1032,NJ,Linden,Union County,C-1a,commercial,,2
1068,NJ,Glen Gardner Borough,Hunterdon County,CO,Commercial Office,,2
1076,NJ,Marlboro township,Monmouth,CS,Commercial Service District,,2
1100,NJ,White Township,Warren County,C-C,Community Commercial District,,2
1104,NJ,Sparta Township,Sussex County,C-1H,Community Commercial Historic,,2
1105,NJ,Sparta,Sussex County,C-1H,"Community Commercial Historic - 10,000 sqft historic zone",,2
